Group,Individ_Num,Sex,SL_mm,MEAs_Fam_Num,MEAs_Fam_Size,Collection_Day,Trap_Zone,Guts_Avail?,Dorsal_Color?,DeltaPDB,DeltaAir,MicrogC,MicrogN,Isotope_PC1,Isotope_PC2,Loess_Predicted_SL_mm,Ten_Percent_Loess_Curved_Landscape_Group,Five_Percent_Loess_Curved_Landscape_Group,Fifteen_Percent_Loess_Curved_Landscape_Group,Orig_Square_Landscape_Group,Gut_Large_Collembola,Gut_Small_Collembola,Gut_Chironomid,Gut_Chydorus,Gut_Calanoid,Gut_Cyclopoid,Gut_Snail_Egg,Gut_Ostracod,Gut_Caddisfly,Gut_Surface_Insect,Gut_Mite,Gut_Coleoptera_Larva,Gut_Snail,Gut_Sida,Gut_Amphipod,Dorsal_Long_Gill_Rakers,Ventral_Long_Gill_Rakers,Hypo_Long_Gill_Rakers,Dorsal_Short_Gill_Rakers,Ventral_Short_Gill_Rakers,Joint_Short_Gill_Rakers,Total_Long_Gill_Rakers,Total_Short_Gill_Rakers,Total_All_Gill_Rakers,Num_Lateral_Plates,Pelvic_Girdle_Development,First_Spine_Development,Second_Spine_Development,TPS_Landmark_1x_cm,TPS_Landmark_1y_cm,TPS_Landmark_2x_cm,TPS_Landmark_2y_cm,TPS_Landmark_3x_cm,TPS_Landmark_3y_cm,TPS_Landmark_4x_cm,TPS_Landmark_4y_cm,TPS_Landmark_5x_cm,TPS_Landmark_5y_cm,TPS_Landmark_6x_cm,TPS_Landmark_6y_cm,TPS_Landmark_7x_cm,TPS_Landmark_7y_cm,TPS_Landmark_8x_cm,TPS_Landmark_8y_cm,TPS_Landmark_9x_cm,TPS_Landmark_9y_cm,TPS_Landmark_10x_cm,TPS_Landmark_10y_cm,TPS_Landmark_11x_cm,TPS_Landmark_11y_cm,TPS_Landmark_12x_cm,TPS_Landmark_12y_cm,TPS_Landmark_13x_cm,TPS_Landmark_13y_cm,TPS_Landmark_14x_cm,TPS_Landmark_14y_cm,TPS_Landmark_15x_cm,TPS_Landmark_15y_cm,TPS_Landmark_16x_cm,TPS_Landmark_16y_cm,TPS_Landmark_17x_cm,TPS_Landmark_17y_cm,TPS_Landmark_18x_cm,TPS_Landmark_18y_cm,TPS_Landmark_19x_cm,TPS_Landmark_19y_cm,TPS_Landmark_20x_cm,TPS_Landmark_20y_cm,TPS_Landmark_21x_cm,TPS_Landmark_21y_cm,Std_Length_TPS1_to_TPS14_mm,SL_mm_Scaled_0_to_1,Centroid_Size_cm,Fractional_SL_Growth_mm,Fractional_Centroid_Growth_cm,Resid_SL_mm,Resid_Centroid_cm,Molar_C_to_N_Ratio,Buccal_Length,SI_Outlever,Protrusion,Gape,EpaxW,EpaxH,Opening_Inlever,Buccal_Length.res,SI_Outlever.res,Protrusion.res,Gape.res,EpaxW.res,EpaxH.res,Opening_Inlever.res,Suction_Index,R_B_Change_Littoral_Min_Pelag,G_B_Change_Littoral_Min_Pelag,Dev_R_B_Littoral,Dev_G_B_Littoral,Dev_R_B_Pelagic,Dev_G_B_Pelagic,x1_superimp_F2_only,y1_superimp_F2_only,x3_superimp_F2_only,y3_superimp_F2_only,x4_superimp_F2_only,y4_superimp_F2_only,x5_superimp_F2_only,y5_superimp_F2_only,x6_superimp_F2_only,y6_superimp_F2_only,x7_superimp_F2_only,y7_superimp_F2_only,x8_superimp_F2_only,y8_superimp_F2_only,x9_superimp_F2_only,y9_superimp_F2_only,x10_superimp_F2_only,y10_superimp_F2_only,x11_superimp_F2_only,y11_superimp_F2_only,x12_superimp_F2_only,y12_superimp_F2_only,x13_superimp_F2_only,y13_superimp_F2_only,x14_superimp_F2_only,y14_superimp_F2_only,x15_superimp_F2_only,y15_superimp_F2_only,x16_superimp_F2_only,y16_superimp_F2_only,x17_superimp_F2_only,y17_superimp_F2_only,x18_superimp_F2_only,y18_superimp_F2_only,x19_superimp_F2_only,y19_superimp_F2_only,x20_superimp_F2_only,y20_superimp_F2_only,x1_superimp_REF_only,y1_superimp_REF_only,x3_superimp_REF_only,y3_superimp_REF_only,x4_superimp_REF_only,y4_superimp_REF_only,x5_superimp_REF_only,y5_superimp_REF_only,x6_superimp_REF_only,y6_superimp_REF_only,x7_superimp_REF_only,y7_superimp_REF_only,x8_superimp_REF_only,y8_superimp_REF_only,x9_superimp_REF_only,y9_superimp_REF_only,x10_superimp_REF_only,y10_superimp_REF_only,x11_superimp_REF_only,y11_superimp_REF_only,x12_superimp_REF_only,y12_superimp_REF_only,x13_superimp_REF_only,y13_superimp_REF_only,x14_superimp_REF_only,y14_superimp_REF_only,x15_superimp_REF_only,y15_superimp_REF_only,x16_superimp_REF_only,y16_superimp_REF_only,x17_superimp_REF_only,y17_superimp_REF_only,x18_superimp_REF_only,y18_superimp_REF_only,x19_superimp_REF_only,y19_superimp_REF_only,x20_superimp_REF_only,y20_superimp_REF_only
mapF2,526,,NA,NA,NA,15,3,1,1,-20.87,7.07,563.2,172.8,-1.182190833,-0.684084277,37.63927896,O,O,O,D (all others),,,16,6,,,,,,,,,,,,5,11,3,1,12,3,19,16,35,3,2,0,2,1.00E+00,2.02E+00,NA,NA,2.20E+00,1.75E+00,3.42E+00,1.67E+00,3.47E+00,1.80E+00,4.02E+00,1.73E+00,3.93E+00,1.84E+00,3.71E+00,2.09E+00,3.96E+00,2.18E+00,3.98E+00,2.13E+00,4.08E+00,1.81E+00,4.58E+00,1.87E+00,4.63E+00,2.01E+00,4.78E+00,2.22E+00,4.56E+00,2.28E+00,4.52E+00,2.18E+00,4.15E+00,2.18E+00,4.34E+00,2.01E+00,3.89E+00,2.40E+00,2.47E+00,2.35E+00,NA,NA,37.853,0.481,4.156317956,NA,NA,NA,NA,3.803,11.8,12.333,1.275,3.667,4.493,1.58,0.7,-0.001,-0.013,-0.052,-0.032,0.026,0.04,-0.058177139,0.013431449,0.815384615,0.517948718,2.16036036,1.884684685,-0.262820513,-0.141025641,-2.825751143,0.028749281,-1.598019666,-0.230345075,-0.379864682,-0.332327382,-0.323477703,-0.199862742,0.236562432,-0.301380203,0.145434911,-0.184600916,-0.063448386,0.084068681,0.198309326,0.159480526,0.214625885,0.10690876,0.296957802,-0.226138018,0.810633526,-0.199781769,0.86829149,-0.060915635,1.037658785,0.143463894,0.818041832,0.218790241,0.770809121,0.127434468,0.391472562,0.13934698,0.57995223,-0.039900239,0.139371895,0.38372802,-1.31756022,0.383281128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,527,Female,NA,14,15,15,3,1,1,-20.92,7.03,628.5,192.9,-1.154746074,-0.763388702,37.63606878,O,O,O,D (all others),,,15,1,,,,,,,,,,,,5,12,3,1,11,2,20,14,34,3,2,2,2,1.03E+00,2.01E+00,NA,NA,2.24E+00,1.70E+00,3.48E+00,1.48E+00,3.58E+00,1.64E+00,4.13E+00,1.46E+00,4.15E+00,1.62E+00,3.91E+00,1.95E+00,4.19E+00,1.99E+00,4.21E+00,1.92E+00,4.25E+00,1.58E+00,4.76E+00,1.54E+00,4.84E+00,1.68E+00,5.01E+00,1.85E+00,4.82E+00,1.95E+00,4.77E+00,1.91E+00,4.37E+00,1.91E+00,4.58E+00,1.74E+00,4.24E+00,2.15E+00,2.58E+00,2.30E+00,NA,NA,39.832,0.5523,4.426010441,0.03226,0.03812,1.245,0.162533909,3.8,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,-0.028299616,NA,1.295665635,0.769349845,2.43883357,2.046230441,-0.25026738,-0.122994652,-2.800128864,0.027584307,-1.636349135,-0.225174361,-0.422685159,-0.362595612,-0.339490567,-0.204481213,0.195413883,-0.327934492,0.205733652,-0.175656259,-0.051441572,0.116741741,0.209254132,0.180699001,0.235059003,0.116152855,0.304008288,-0.20195064,0.790728022,-0.190071166,0.8554673,-0.049481171,0.99793916,0.127969324,0.808020122,0.204438837,0.765796632,0.155778387,0.386509563,0.127832965,0.598207593,-0.019521074,0.241591752,0.338024534,-1.343633805,0.361644036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,528,Female,NA,15,15,15,3,1,1,-20,7.14,552.9,170.6,-0.824417276,-0.139499647,37.04116331,O,O,O,D (all others),,,3,42,,,,,,,,,,,,7,12,2,1,12,2,21,15,36,3,2,0,2,1.19E+00,2.21E+00,NA,NA,2.36E+00,1.94E+00,3.56E+00,1.77E+00,3.64E+00,1.91E+00,4.11E+00,1.69E+00,4.16E+00,1.85E+00,3.98E+00,2.17E+00,4.29E+00,2.20E+00,4.30E+00,2.13E+00,4.30E+00,1.77E+00,4.85E+00,1.68E+00,4.95E+00,1.80E+00,5.14E+00,1.97E+00,4.96E+00,2.10E+00,4.87E+00,2.08E+00,4.48E+00,2.07E+00,4.68E+00,1.90E+00,4.30E+00,2.42E+00,2.70E+00,2.55E+00,NA,NA,39.573,0.543,4.389622931,-0.01915,-0.01691,-0.772,-0.075486809,3.781,12.941,13.819,1.527,4.092,4.29,1.589,0.84,0.018,0.015,0.008,-0.011,-0.017,0.021,-0.003511332,0.009278583,0.97593985,0.612030075,2.652631579,2.240350877,-0.273754153,-0.12358804,-2.744926715,0.042466138,-1.638476947,-0.248351333,-0.411274326,-0.338307285,-0.353047164,-0.200974626,0.112309625,-0.325780897,0.15247009,-0.17366239,-0.073217692,0.093313911,0.207637846,0.177597892,0.231408381,0.114615543,0.295225146,-0.217838855,0.82256061,-0.193224583,0.899136316,-0.062276636,1.034590116,0.133320351,0.842118259,0.218123777,0.767979878,0.16366979,0.403131485,0.113157831,0.611041613,-0.028450199,0.179092132,0.394416015,-1.337758653,0.338185556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,529,Female,NA,25,10,17,3,0,1,-20.83,8.35,507.3,154.8,-2.869433911,1.044646534,40.97784832,L,L,L,B (ii),,,,,,,,,,,,,,,,5,12,3,1,12,2,20,15,35,2,2,0,2,1.35E+00,2.25E+00,NA,NA,2.37E+00,2.03E+00,3.57E+00,1.94E+00,3.63E+00,2.03E+00,4.18E+00,1.94E+00,4.11E+00,2.04E+00,3.89E+00,2.30E+00,4.14E+00,2.41E+00,4.16E+00,2.33E+00,4.23E+00,2.02E+00,4.75E+00,2.04E+00,4.81E+00,2.18E+00,4.97E+00,2.38E+00,4.74E+00,2.46E+00,4.73E+00,2.37E+00,4.33E+00,2.37E+00,4.53E+00,2.18E+00,4.10E+00,2.62E+00,2.67E+00,2.58E+00,NA,NA,36.223,0.4222,4.042481,-0.08087,-0.07235,-3.187,-0.315276968,3.823,12.011,12.373,1.41,3.66,4.055,1.577,0.76,0.027,0.008,0.01,-0.006,0.005,0.061,0.001821661,0.012008915,1.012830794,0.604651163,2.58372093,2.128682171,-0.401320616,-0.170212766,-2.7342661,0.018051109,-1.665742719,-0.21119922,-0.410742224,-0.306999305,-0.347617465,-0.212781283,0.228259615,-0.309093067,0.154995164,-0.204092976,-0.074328682,0.069123804,0.187985979,0.183210842,0.208593316,0.099327981,0.280591258,-0.225712107,0.825332205,-0.207156324,0.888626674,-0.060824238,1.057265998,0.147944374,0.81675939,0.232702183,0.805867973,0.139074785,0.386840339,0.139989307,0.59586899,-0.059429665,0.146920455,0.403080666,-1.351210164,0.364783135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,530,Female,NA,26,10,17,3,0,1,-19.08,7.49,583.9,179.2,-0.814336029,0.804636959,37.83060381,O,O,O,D (all others),,,,,,,,,,,,,,,,5,11,2,1,11,3,18,15,33,3,0,2,2,1.25E+00,2.01E+00,NA,NA,2.47E+00,1.72E+00,3.73E+00,1.61E+00,3.79E+00,1.71E+00,4.34E+00,1.61E+00,4.34E+00,1.73E+00,4.07E+00,2.00E+00,4.37E+00,2.11E+00,4.41E+00,2.03E+00,4.46E+00,1.70E+00,5.03E+00,1.71E+00,5.10E+00,1.85E+00,5.29E+00,2.07E+00,5.05E+00,2.17E+00,5.00E+00,2.08E+00,4.59E+00,2.06E+00,4.81E+00,1.89E+00,4.35E+00,2.37E+00,2.75E+00,2.37E+00,NA,NA,40.404,0.5729,4.468116287,-0.02954,-0.02915,-1.23,-0.134170673,3.802,12.639,13.396,1.446,4.14,4.657,1.484,0.94,-0.002,-0.008,-0.025,-0.019,0.007,-0.018,0.033872128,0.009232541,0.965517241,0.595458368,1.96969697,1.802660754,-0.401829697,-0.190007037,-2.766229442,0.029411622,-1.607616564,-0.233372568,-0.408801549,-0.319761491,-0.353780205,-0.224280502,0.16865942,-0.308228802,0.167147984,-0.19482756,-0.094123207,0.055593425,0.187725426,0.16589669,0.227279135,0.090886255,0.281376717,-0.220387198,0.820914603,-0.198916956,0.884630818,-0.064823068,1.059639465,0.147397638,0.830251378,0.237200414,0.784825096,0.149774376,0.397028763,0.124138643,0.608194815,-0.033354885,0.163779742,0.412208201,-1.350902396,0.385445768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,531,Female,NA,14,15,17,3,0,1,-18.01,7.18,500.9,154.2,0.154215484,0.945882296,38.42299379,O,O,O,D (all others),,,,,,,,,,,,,,,,6,12,2,1,11,3,20,15,35,3,2,2,2,9.60E-01,2.05E+00,NA,NA,2.34E+00,1.67E+00,3.75E+00,1.66E+00,3.81E+00,1.79E+00,4.38E+00,1.69E+00,4.41E+00,1.83E+00,4.13E+00,2.13E+00,4.43E+00,2.23E+00,4.46E+00,2.17E+00,4.54E+00,1.80E+00,5.12E+00,1.84E+00,5.21E+00,2.00E+00,5.40E+00,2.24E+00,5.15E+00,2.35E+00,5.07E+00,2.24E+00,4.65E+00,2.22E+00,4.88E+00,2.03E+00,4.40E+00,2.52E+00,2.63E+00,2.39E+00,NA,NA,44.441,0.7184,4.898626016,0.1517,0.14897,5.854,0.635149484,3.789,13.3,14.124,1.595,4.4,4.714,1.719,0.96,-0.024,-0.029,-0.022,-0.05,-0.038,-0.001,-0.00952414,0.010616043,1.125641026,0.643589744,2.004662005,1.832167832,-0.487878788,-0.263636364,-2.797126156,0.056205269,-1.606515061,-0.278865237,-0.398690837,-0.312145134,-0.343091815,-0.200403969,0.148238284,-0.306547127,0.176012336,-0.185239208,-0.055390585,0.084072794,0.208336451,0.159392701,0.231654092,0.106340896,0.287525802,-0.217286525,0.791015255,-0.205557791,0.873691633,-0.070404642,1.048385145,0.130253927,0.836108829,0.234734286,0.762760922,0.145977713,0.398086806,0.138735189,0.592543427,-0.030961728,0.191828758,0.409799144,-1.345373289,0.341899441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,532,Female,NA,1,48,17,3,0,1,-16.93,7.39,517.2,159,0.434083268,1.786183296,38.30518237,O,O,O,D (all others),,,,,,,,,,,,,,,,6,11,2,1,12,2,19,15,34,3,2,2,2,1.53E+00,2.80E+00,NA,NA,2.64E+00,2.49E+00,3.92E+00,2.37E+00,3.97E+00,2.48E+00,4.44E+00,2.36E+00,4.45E+00,2.50E+00,4.22E+00,2.74E+00,4.49E+00,2.83E+00,4.51E+00,2.77E+00,4.56E+00,2.45E+00,5.06E+00,2.44E+00,5.13E+00,2.59E+00,5.29E+00,2.75E+00,5.06E+00,2.86E+00,5.04E+00,2.79E+00,4.67E+00,2.78E+00,4.86E+00,2.61E+00,4.47E+00,3.02E+00,2.97E+00,3.04E+00,NA,NA,37.603,0.472,4.155637895,-0.03527,-0.0302,-1.375,-0.129392113,3.794,11.51,12.242,1.407,3.9,3.891,1.477,0.84,-0.009,-0.014,-0.006,-0.001,-0.033,0.014,0.024659839,0.009716663,0.889372822,0.594947735,2.333841463,1.918445122,-0.290372671,-0.110248447,-2.802609554,0.032761088,-1.658703355,-0.233114559,-0.356940245,-0.30884784,-0.309283414,-0.194795049,0.173756144,-0.304833543,0.178590254,-0.161442561,-0.061624656,0.077168649,0.21141392,0.175565198,0.233127897,0.114875429,0.29216897,-0.21032783,0.802262671,-0.208871643,0.869196412,-0.054378431,1.029382606,0.112592667,0.792213571,0.218870404,0.773290696,0.149254368,0.39626348,0.127016618,0.5953718,-0.039882818,0.186187311,0.367887569,-1.344064508,0.340502283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,533,Female,NA,26,10,17,3,0,1,-20.46,8.2,438.1,134.4,-2.477398427,1.036372577,40.08577142,L,L,L,B (ii),,,,,,,,,,,,,,,,6,13,2,1,12,3,21,16,37,3,0,2,2,1.21E+00,2.18E+00,NA,NA,2.33E+00,1.89E+00,3.54E+00,1.88E+00,3.59E+00,1.98E+00,4.14E+00,1.90E+00,4.08E+00,2.02E+00,3.82E+00,2.28E+00,4.10E+00,2.37E+00,4.11E+00,2.31E+00,4.19E+00,2.00E+00,4.71E+00,2.07E+00,4.77E+00,2.20E+00,4.93E+00,2.42E+00,4.68E+00,2.49E+00,4.67E+00,2.35E+00,4.27E+00,2.35E+00,4.48E+00,2.18E+00,4.06E+00,2.58E+00,2.59E+00,2.48E+00,NA,NA,37.277,0.4602,4.117497963,-0.10465,-0.10534,-4.357,-0.484788998,3.804,11.474,12.172,1.446,4.138,3.92,1.167,0.68,-0.006,-0.012,0.009,0.029,-0.025,-0.084,-0.062306776,0.005824419,0.856034483,0.584482759,2.789285714,2.271428571,-0.357854406,-0.187739464,-2.776280266,0.042149044,-1.624234739,-0.253466322,-0.402305565,-0.299833481,-0.345130222,-0.197655058,0.218666579,-0.316625518,0.159421779,-0.188748224,-0.089255836,0.096774063,0.206648359,0.16886383,0.211902883,0.105758706,0.27131242,-0.220286349,0.811297633,-0.18965026,0.880961421,-0.060737195,1.064756048,0.153708459,0.813370968,0.243684541,0.793726189,0.109242941,0.380201594,0.127090803,0.588842378,-0.056985969,0.180051438,0.38456504,-1.343953061,0.352150949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,534,Male,NA,16,15,17,3,0,1,-19.2,7.79,561.3,172.5,-1.276877069,1.1427148,38.51668546,L,O,L,D (all others),,,,,,,,,,,,,,,,6,12,2,0,12,3,20,15,35,3,1,0,2,1.43E+00,1.79E+00,NA,NA,2.65E+00,1.53E+00,3.72E+00,1.50E+00,3.76E+00,1.60E+00,4.22E+00,1.50E+00,4.25E+00,1.60E+00,4.01E+00,1.87E+00,4.29E+00,1.95E+00,4.31E+00,1.87E+00,4.39E+00,1.56E+00,4.89E+00,1.60E+00,4.95E+00,1.72E+00,5.15E+00,1.94E+00,4.90E+00,2.04E+00,4.89E+00,1.93E+00,4.48E+00,1.91E+00,4.66E+00,1.73E+00,4.27E+00,2.21E+00,2.87E+00,2.17E+00,NA,NA,37.23,0.4585,4.036767858,-0.06686,-0.07917,-2.668,-0.347079295,3.797,12.431,13.303,1.782,4.179,4.027,1.696,0.8,0.029,0.027,0.1,0.035,-0.012,0.079,0.008970327,0.010486742,1.158974359,0.555311355,2.141025641,1.894688645,-0.533333333,-0.278696742,-2.808112235,0.044630794,-1.540053355,-0.269430035,-0.403668189,-0.317057353,-0.362344074,-0.213525371,0.117901099,-0.311123037,0.151777796,-0.207882925,-0.103752376,0.071153661,0.187064601,0.159659177,0.20939211,0.076421366,0.298554097,-0.246029441,0.820985798,-0.192947909,0.88271101,-0.065947809,1.086339525,0.167106917,0.822966526,0.267908228,0.814368172,0.14626952,0.386246091,0.126722413,0.573984415,-0.062529075,0.163426478,0.433592945,-1.297787489,0.393007934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,535,Female,NA,13,17,17,3,0,1,-17.39,7.22,613,189.7,0.422370821,1.320786817,38.67875453,O,O,B,D (all others),,,,,,,,,,,,,,,,6,11,3,1,12,3,20,16,36,3,0,2,2,7.89E-01,2.05E+00,NA,NA,1.88E+00,1.74E+00,3.12E+00,1.65E+00,3.17E+00,1.77E+00,3.71E+00,1.67E+00,3.67E+00,1.77E+00,3.44E+00,2.02E+00,3.69E+00,2.12E+00,3.71E+00,2.06E+00,3.79E+00,1.74E+00,4.29E+00,1.75E+00,4.35E+00,1.87E+00,4.51E+00,2.07E+00,4.27E+00,2.18E+00,4.26E+00,2.10E+00,3.89E+00,2.09E+00,4.08E+00,1.93E+00,3.67E+00,2.35E+00,2.17E+00,2.32E+00,NA,NA,37.211,0.4578,4.137611299,-0.05001,-0.04389,-1.959,-0.189953647,3.77,11.419,12.276,1.572,4.222,4.225,1.555,0.8,-0.008,-0.008,0.046,0.039,0.009,0.042,0.00925195,0.010756872,0.878787879,0.606060606,1.672248804,1.54784689,-0.506238859,-0.245989305,-2.773540333,0.037593214,-1.64787139,-0.245658318,-0.385954625,-0.315055553,-0.335828886,-0.191006211,0.218826533,-0.291134507,0.175510375,-0.188581627,-0.060363391,0.066897849,0.195752327,0.169349138,0.216080848,0.107836023,0.298585776,-0.220067847,0.811070148,-0.210405818,0.871787094,-0.08762179,1.0366307,0.117339578,0.790544461,0.229475301,0.78008656,0.150921993,0.400682862,0.13600269,0.597288114,-0.025311822,0.174307239,0.403722588,-1.363594415,0.355705119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,536,Female,NA,22,11,17,3,0,1,-17.59,7.24,529.7,162.8,0.291964193,1.243754781,38.63856686,O,O,O,D (all others),,,,,,,,,,,,,,,,5,12,2,1,12,3,19,16,35,3,2,0,2,8.67E-01,1.82E+00,NA,NA,1.91E+00,1.57E+00,3.08E+00,1.60E+00,3.09E+00,1.70E+00,3.49E+00,1.67E+00,3.54E+00,1.78E+00,3.29E+00,1.98E+00,3.52E+00,2.10E+00,3.55E+00,2.04E+00,3.65E+00,1.78E+00,4.12E+00,1.84E+00,4.19E+00,1.97E+00,4.31E+00,2.17E+00,4.10E+00,2.24E+00,4.08E+00,2.13E+00,3.70E+00,2.13E+00,3.90E+00,1.96E+00,3.46E+00,2.35E+00,2.13E+00,2.17E+00,NA,NA,34.607,0.364,3.842542073,-0.08967,-0.08582,-3.409,-0.360716881,3.795,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,0.01541807,NA,1.628571429,0.904761905,1.640178571,1.591071429,-0.495454545,-0.271212121,-2.759359305,0.040301383,-1.621282056,-0.271654444,-0.359176691,-0.329910945,-0.336936136,-0.219183933,0.101964985,-0.305813376,0.16387859,-0.187280502,-0.082886741,0.064598587,0.18618425,0.16452733,0.210506011,0.094597627,0.284303471,-0.205222373,0.809229304,-0.206575519,0.901270653,-0.072961566,1.063910027,0.129573795,0.842936439,0.23508007,0.806540604,0.12702128,0.386285558,0.163670742,0.590039852,-0.042297298,0.150489984,0.442469597,-1.337898799,0.379059545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,537,Male,NA,21,11,17,3,0,1,-18.82,7.21,612.4,187.6,-0.305878754,0.565849946,37.64739893,O,O,O,D (all others),,,,,,,,,,,,,,,,5,11,2,0,11,2,18,13,31,3,2,0,2,8.78E-01,2.09E+00,NA,NA,1.93E+00,1.73E+00,3.02E+00,1.59E+00,3.08E+00,1.69E+00,3.44E+00,1.59E+00,3.52E+00,1.71E+00,3.33E+00,1.94E+00,3.55E+00,2.02E+00,3.58E+00,1.96E+00,3.65E+00,1.69E+00,4.11E+00,1.71E+00,4.18E+00,1.83E+00,4.31E+00,2.01E+00,4.12E+00,2.09E+00,4.09E+00,2.00E+00,3.74E+00,1.99E+00,3.93E+00,1.84E+00,3.53E+00,2.25E+00,2.21E+00,2.29E+00,NA,NA,34.329,0.354,3.801163201,-0.05723,-0.05201,-2.084,-0.20856164,3.809,10.905,11.643,1.484,3.803,3.809,1.477,0.74,0.01,0.007,0.055,0.043,0.007,0.058,0.019867738,0.010788796,0.99834574,0.525227461,2.207875458,2.053113553,-0.560390098,-0.273818455,-2.795148552,0.031453412,-1.58921528,-0.252936586,-0.395100479,-0.333520772,-0.331568686,-0.217236625,0.076785711,-0.326583414,0.156225226,-0.186427027,-0.057842048,0.068803025,0.18828394,0.158619465,0.221680645,0.092125537,0.301542465,-0.209820036,0.815729461,-0.187672715,0.890522728,-0.053164041,1.038377386,0.147864832,0.825947617,0.236307038,0.792965204,0.145748313,0.40089231,0.117657888,0.620143581,-0.040060615,0.161101856,0.411297137,-1.321323086,0.397545183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
